ENSEMBL,MEAN,SD,VAR,CV,FF,GC
ENSG00000000419,4.25295701151506,0.10202125039025,0.01040833553119,0.0239883098075111,0.00244731736131097,0.0135203296808455
ENSG00000000457,2.5364832400252,0.113865385214421,0.0129653259500286,0.0448910457666932,0.00511153621890274,0.0252733797646588
ENSG00000000460,1.7036715480232,0.126718085923239,0.0160574733000494,0.0743794107909313,0.00942521656752513,0.0419075558251693
ENSG00000000938,6.47122633849653,0.139811713816425,0.0195473153202858,0.0216051342517108,0.00302065084696563,0.0118561189998907
ENSG00000000971,0.266650439555212,0.125691548845409,0.0157983654511579,0.471371991942222,0.0592474757495636,0.242301115512689
ENSG00000001036,4.00026131329945,0.0817131287199653,0.00667703540520561,0.0204269477217146,0.00166914980854047,0.0113971014222528
ENSG00000001084,2.78815280629537,0.102160419407575,0.0104367512935316,0.0366408968607843,0.00374324939076743,0.0206472542634866
ENSG00000001167,3.4959150236161,0.100803883603782,0.0101614229496049,0.0288347636950034,0.00290665616325369,0.0163049736653121
ENSG00000001460,0.288591907514673,0.067312121967992,0.00453092176383383,0.233243276111509,0.0157000998498319,0.131850410360427
ENSG00000001461,1.71366914466242,0.108893453656161,0.0118577842491665,0.0635440359040905,0.0069195295288475,0.0360708012599922
ENSG00000001497,2.6474909103075,0.0899325677310742,0.00808786673870425,0.0339689807360392,0.0030549176607994,0.0189471558590842
ENSG00000001561,1.80206772217731,0.290180822920694,0.0842049099909313,0.161026591481307,0.04672682882816,0.088749938639314
ENSG00000001617,0.192095972809888,0.11528280740544,0.0132901256832798,0.600131307903744,0.0691848219870423,0.325103519798649
ENSG00000001629,3.66237149639463,0.0606202974076438,0.00367482045779118,0.0165521977951501,0.00100339915309215,0.00918604292728431
ENSG00000001630,0.694023672512492,0.130517647244309,0.0170348562421898,0.188059359375756,0.0245450651279955,0.106664525717871
ENSG00000001631,3.22667997578914,0.0805488752374376,0.00648812130201629,0.0249633914245673,0.00201077310136079,0.0137720833758729
ENSG00000002016,2.57698638549236,0.138239549321092,0.0191101729964987,0.0536438803477342,0.00741570584310537,0.0302030890126065
ENSG00000002330,2.08228620877982,0.292555481215486,0.0855887095892245,0.140497247679952,0.0411032399044596,0.0796008549609587
ENSG00000002549,5.00171816890551,0.329578325790232,0.108621872830692,0.0658930220897173,0.0217169119015878,0.0371988008833396
ENSG00000002587,0.433649701506621,0.257256422044851,0.0661808666833184,0.593235556604951,0.152613656721975,0.324351480733332
ENSG00000002745,0.137985472621359,0.0829876157577824,0.00688694436916134,0.601422846776817,0.0499106481162662,0.326061232095513
ENSG00000002822,2.71732054805998,0.168559952850175,0.0284124577048533,0.0620316778491657,0.0104560566934726,0.034901694655814
ENSG00000002834,4.40556571376479,0.0982558397156576,0.009654210038229,0.0223026612470372,0.00219136670872149,0.0113580333934953
ENSG00000002919,3.43215782031587,0.102372317922726,0.0104800914768718,0.0298273923526351,0.00305349929272986,0.0167877442149185
ENSG00000002933,3.17666724901633,1.18615966474283,1.40697475026282,0.373397517511514,0.442909074187262,0.207021511699589
ENSG00000003056,4.7708953811995,0.0801605059997337,0.00642570672213335,0.016801983609957,0.00134685550797339,0.00927432336450161
ENSG00000003096,0.150023482971882,0.0731584157329553,0.00535215379255592,0.487646428970502,0.035675440181315,0.269366204010396
ENSG00000003147,1.4235792521052,0.168419831098018,0.0283652395070848,0.118307309444808,0.0199252970743554,0.0664895545788721
ENSG00000003393,2.36097970823927,0.110490931058561,0.0122082458461876,0.0467987635272651,0.00517083895451693,0.0259630741430748
ENSG00000003400,3.59034050060043,0.093959855076501,0.00882845436599707,0.0261701794191352,0.00245894626554797,0.0147090289314417
ENSG00000003402,4.07440075183629,0.159720698705684,0.0255107015950319,0.0392010281840095,0.00626121561153121,0.0185727729568679
ENSG00000003436,0.0553752932235371,0.0351255997853074,0.00123380776027759,0.634318984885797,0.022280834799321,0.348554982049835
ENSG00000003509,2.97455948610555,0.0887323336050366,0.00787342702699551,0.029830411534721,0.00264692202787439,0.0165952740834239
ENSG00000003756,4.05607521442299,0.088877254054057,0.00789916628818939,0.0219121316434219,0.00194749009093835,0.0122066724358294
ENSG00000003987,1.82446580915271,0.118798951166625,0.0141131907982902,0.0651143751615691,0.00773551947506455,0.0360035825806699
ENSG00000004059,4.45911158127911,0.0990312805732431,0.0098071945319764,0.0222087469147466,0.00219936064689442,0.0124459163105439
ENSG00000004139,0.606222752721811,0.0711904538369339,0.00506808071750862,0.11743283061763,0.00836009650702488,0.067040533440866
ENSG00000004142,3.66662024410681,0.100209237881847,0.0100418913568606,0.0273301381682242,0.00273873231704332,0.014831729181879
ENSG00000004399,3.90412134402284,0.180699636138373,0.0326523585005404,0.0462843288452143,0.00836356138123903,0.0250632546734322
ENSG00000004455,4.13838700852484,0.0742604655793462,0.00551461674806126,0.017944301832181,0.00133255220855407,0.0100454977382492
ENSG00000004468,2.16851910856488,0.295555668797058,0.0873531533580764,0.136293781147567,0.040282399639949,0.0768443570958117
ENSG00000004478,3.05266802495104,0.143810051328791,0.0206813308631895,0.0471096267767595,0.00677483784484596,0.0259285554990766
ENSG00000004487,4.12617476411531,0.07043116544233,0.00496054906556486,0.0170693607199721,0.00120221496886317,0.00965500774162099
ENSG00000004534,4.30197081173158,0.139944889772955,0.0195845721735645,0.0325304135935376,0.00455246514461626,0.0185194086795253
ENSG00000004660,2.02759121037007,0.221101208607477,0.0488857444476872,0.109046245355898,0.0241102566422966,0.0607428815018478
ENSG00000004700,3.9044370861653,0.113051326605506,0.0127806024472647,0.0289545776025137,0.00327335340926623,0.0159965928751435
ENSG00000004766,3.25085080380836,0.113728302558426,0.012934126802821,0.0349841655068249,0.00397868975951425,0.0193902213957117
ENSG00000004777,0.470825351472468,0.0897953998236568,0.00806321382949038,0.19071912662058,0.0171257002289136,0.108174822667095
ENSG00000004779,3.63124080297828,0.134369285439647,0.0180551048695613,0.037003683514858,0.00497215851252631,0.0206359582575115
ENSG00000004799,4.39830379636049,0.627426867895559,0.393664474557231,0.14265200789785,0.0895037025143602,0.0801157165248284
ENSG00000004809,1.68609933870879,0.533847378687473,0.284993023731486,0.316616800939078,0.16902504922974,0.171651697388854
ENSG00000004838,0.710072622258498,0.103511171151849,0.0107145625532273,0.14577547127872,0.015089389757273,0.0820378962422133
ENSG00000004864,3.44293892494778,0.108491649743185,0.0117704380639979,0.0315113489109687,0.00341871822898411,0.0178275010659689
ENSG00000004866,1.42892572293386,0.0996084573122673,0.00992184476812978,0.0697086319558669,0.00694356929047252,0.0391461973952366
ENSG00000004897,3.60911369136939,0.0665962376935925,0.00443505887494147,0.018452241571898,0.00122884986570171,0.0102380875709278
ENSG00000004948,0.141677400879773,0.0656781472367363,0.00431361902445041,0.46357532555577,0.0304467684871698,0.26073183477118
ENSG00000004961,3.32877849601319,0.14255241004756,0.0203211896103677,0.0428242402485754,0.00610469865589015,0.0239194773891115
ENSG00000004975,2.20463512740567,0.125705149404777,0.0158017845868772,0.0570185732061258,0.00716752826372324,0.0308169140643569
ENSG00000005007,3.29066255781431,0.129196790238505,0.0166918106079324,0.039261634387793,0.00507247714242059,0.0210015257419404
