ENSEMBL,MEAN,SD,VAR,CV,FF,GC
ENSG00000000003,1.09757128698655,0.228723969356868,0.0523146541583614,0.208390992064709,0.0476640148832559,0.117758402717038
ENSG00000000419,4.09613008687419,0.141483960669385,0.0200177111266961,0.0345408855843622,0.00488698129750363,0.0186711665466144
ENSG00000000457,2.81096285475113,0.10656056995813,0.0113551550698015,0.0379089214138918,0.00403959627236226,0.0212724545952859
ENSG00000000460,1.55451652976666,0.155457435346013,0.0241670142043599,0.100003719722007,0.0155463217930448,0.05309869309397
ENSG00000000938,0.647847250577987,0.474259116430954,0.224921709517869,0.732053915499119,0.347183243144433,0.360771988547807
ENSG00000000971,0.495844273321281,0.286787900421392,0.0822472998281101,0.578383004204968,0.16587324741536,0.315654291849444
ENSG00000001036,1.65710946679032,0.114947867295834,0.0132130121958607,0.0693664900234253,0.0079735300899905,0.0392028860617304
ENSG00000001084,1.9400102170644,0.105014195610637,0.0110279812797491,0.0541307435841976,0.00568449649530015,0.0305074240004184
ENSG00000001167,3.20195576115313,0.201272368972937,0.0405105665119782,0.0628591973114746,0.0126518195546178,0.0315765860648971
ENSG00000001460,0.931309963444876,0.121880818468809,0.0148549339106269,0.1308703044666,0.0159505798216515,0.0709725297810251
ENSG00000001461,3.30710303987207,0.0982151432257175,0.00964621435884821,0.0296982410410523,0.00291681699739883,0.016231739119784
ENSG00000001497,3.0029813628757,0.132652304009751,0.0175966337590953,0.0441735355569175,0.00585972126788175,0.0238302566664271
ENSG00000001561,2.4503442928086,0.207889132375307,0.0432178913597581,0.0848407846135874,0.017637477103359,0.0463676028147551
ENSG00000001629,3.40142670387684,0.126341908383768,0.0159622778140524,0.037143798583038,0.00469281839760331,0.0189555102896098
ENSG00000001630,0.471756027984402,0.0992177700125475,0.00984416588626277,0.210315849988096,0.0208670696341124,0.118143411163204
ENSG00000001631,3.17617841692729,0.116501545580217,0.0135726101225795,0.0366797862989459,0.00427325179537928,0.0197053105496238
ENSG00000002016,2.42807578086252,0.134031384562515,0.0179644120477447,0.055200659558864,0.00739862082943856,0.03060284339131
ENSG00000002079,0.0641421115589022,0.0366923369522925,0.00134632759102057,0.57204753726571,0.0209897609900825,0.32156999807856
ENSG00000002330,1.81027556373737,0.229053072691395,0.0524653101093695,0.126529395457622,0.0289819468153528,0.0656095594426035
ENSG00000002549,2.80034369069106,0.117241357186113,0.0137455358348417,0.0418667742734038,0.0049085174368185,0.0230225109392736
ENSG00000002745,0.453484383297917,0.130502577238614,0.0170309226659204,0.287777445144964,0.0375556982625616,0.160617472862314
ENSG00000002822,2.77406331566677,0.191583477049081,0.0367042286782159,0.0690624024214216,0.0132312151892588,0.0377317754325261
ENSG00000002834,3.25081956418985,0.136212302129119,0.0185537912513144,0.0419009112746819,0.00570741958603238,0.0229429068604081
ENSG00000002919,2.78702167363928,0.0982614484838641,0.00965531225814707,0.0352567938072598,0.00346438362839827,0.0198884023049642
ENSG00000003056,3.78888634884649,0.140068898087182,0.0196192962113574,0.0369683556567552,0.00517811684093675,0.0206024564845637
ENSG00000003096,0.388521821267442,0.125034688034801,0.01563367321196,0.321821532769796,0.0402388549527528,0.181073432305194
ENSG00000003147,0.343731914498653,0.113486222464538,0.0128791226892706,0.330159108531025,0.0374685100394455,0.183913524223727
ENSG00000003249,0.934172622272682,0.27684710681392,0.0766443205512381,0.296355406070881,0.0820451367593877,0.159457877059005
ENSG00000003393,1.63822950232147,0.136692772043987,0.0186849139290693,0.0834393299902635,0.0114055533138621,0.0457783451860478
ENSG00000003400,3.09827703477364,0.129647033741791,0.0168083533580452,0.0418448809730998,0.00542506469544071,0.0236765124102956
ENSG00000003402,3.27290355384018,0.0652454479309169,0.00425696847570598,0.0199350353157711,0.00130067030869614,0.0111899749775208
ENSG00000003436,0.103732788561867,0.0876430401267549,0.00768130248265997,0.844892356041153,0.0740489346633033,0.411022191989489
ENSG00000003509,2.78302190581261,0.107719402439146,0.0116034696618467,0.0387059125241391,0.00416937776796213,0.0215375404150251
ENSG00000003756,3.83938948616967,0.0865606867280705,0.00749275248683516,0.0225454299543928,0.00195154789943185,0.0127804476054236
ENSG00000003987,1.08931297081589,0.107691984552097,0.0115975635367691,0.0988622989327267,0.010646677169448,0.0525329620255992
ENSG00000004059,3.43444437133958,0.189291840913622,0.0358314010364678,0.055115710271292,0.0104329542605147,0.0289401646914862
ENSG00000004139,1.46296773619587,0.130715904818823,0.0170866477726037,0.0893498206315344,0.0116794426492506,0.048705741511935
ENSG00000004142,3.22310980761131,0.104320980387109,0.0108828669489275,0.0323665610587504,0.00337651138140805,0.0174421183045529
ENSG00000004399,0.628658317710567,0.364818555262811,0.133092578264044,0.580312937863286,0.211708927591601,0.303806328380544
ENSG00000004455,3.38276447804648,0.0640236131920691,0.00409902304616769,0.0189264176112675,0.00121173764025536,0.01064423612065
ENSG00000004468,2.08328657066109,0.214952781939793,0.0462046984636561,0.103179651310084,0.0221787530886804,0.0577343510368199
